機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0620801303001700","1","20801303001700","北海道当別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801304801700","1","20801304801700","北海道新篠津村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801331501700","1","20801331501700","北海道松前町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801332301700","1","20801332301700","北海道福島町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801333101700","1","20801333101700","北海道知内町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801334001700","1","20801334001700","北海道木古内町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801337401700","1","20801337401700","北海道七飯町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801343901700","1","20801343901700","北海道鹿部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801345501700","1","20801345501700","北海道森町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801346301700","1","20801346301700","北海道八雲町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801347101700","1","20801347101700","北海道長万部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801361701700","1","20801361701700","北海道江差町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801362501700","1","20801362501700","北海道上ノ国町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801363301700","1","20801363301700","北海道厚沢部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801364101700","1","20801364101700","北海道乙部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801367601700","1","20801367601700","北海道奥尻町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801370601700","1","20801370601700","北海道今金町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801371401700","1","20801371401700","北海道せたな町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801391901700","1","20801391901700","北海道島牧村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801392701700","1","20801392701700","北海道寿都町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801393501700","1","20801393501700","北海道黒松内町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801394301700","1","20801394301700","北海道蘭越町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801395101700","1","20801395101700","北海道ニセコ町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801396001700","1","20801396001700","北海道真狩村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801397801700","1","20801397801700","北海道留寿都村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801398601700","1","20801398601700","北海道喜茂別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801399401700","1","20801399401700","北海道京極町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801400101700","1","20801400101700","北海道倶知安町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801401001700","1","20801401001700","北海道共和町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801402801700","1","20801402801700","北海道岩内町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801403601700","1","20801403601700","北海道泊村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801404401700","1","20801404401700","北海道神恵内村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801405201700","1","20801405201700","北海道積丹町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801406101700","1","20801406101700","北海道古平町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801407901700","1","20801407901700","北海道仁木町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801408701700","1","20801408701700","北海道余市町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801409501700","1","20801409501700","北海道赤井川村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801423101700","1","20801423101700","北海道南幌町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801424901700","1","20801424901700","北海道奈井江町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801425701700","1","20801425701700","北海道上砂川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801427301700","1","20801427301700","北海道由仁町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801428101700","1","20801428101700","北海道長沼町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801429001700","1","20801429001700","北海道栗山町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801430301700","1","20801430301700","北海道月形町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801431101700","1","20801431101700","北海道浦臼町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801432001700","1","20801432001700","北海道新十津川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801433801700","1","20801433801700","北海道妹背牛町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801434601700","1","20801434601700","北海道秩父別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801436201700","1","20801436201700","北海道雨竜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801437101700","1","20801437101700","北海道北竜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801438901700","1","20801438901700","北海道沼田町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801452401700","1","20801452401700","北海道鷹栖町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801453201700","1","20801453201700","北海道東神楽町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801454101700","1","20801454101700","北海道当麻町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801455901700","1","20801455901700","北海道比布町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801456701700","1","20801456701700","北海道愛別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801457501700","1","20801457501700","北海道上川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801458301700","1","20801458301700","北海道東川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801459101700","1","20801459101700","北海道美瑛町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801460501700","1","20801460501700","北海道上富良野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801461301700","1","20801461301700","北海道中富良野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801462101700","1","20801462101700","北海道南富良野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801463001700","1","20801463001700","北海道占冠村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801464801700","1","20801464801700","北海道和寒町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801465601700","1","20801465601700","北海道剣淵町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801468101700","1","20801468101700","北海道下川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801469901700","1","20801469901700","北海道美深町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801470201700","1","20801470201700","北海道音威子府村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801471101700","1","20801471101700","北海道中川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801472901700","1","20801472901700","北海道幌加内町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801481801700","1","20801481801700","北海道増毛町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801482601700","1","20801482601700","北海道小平町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801483401700","1","20801483401700","北海道苫前町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801484201700","1","20801484201700","北海道羽幌町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801485101700","1","20801485101700","北海道初山別村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801486901700","1","20801486901700","北海道遠別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801487701700","1","20801487701700","北海道天塩町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801511301700","1","20801511301700","北海道猿払村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801512101700","1","20801512101700","北海道浜頓別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801513001700","1","20801513001700","北海道中頓別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801514801700","1","20801514801700","北海道枝幸町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801516401700","1","20801516401700","北海道豊富町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801517201700","1","20801517201700","北海道礼文町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801518101700","1","20801518101700","北海道利尻町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801519901700","1","20801519901700","北海道利尻富士町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801520201700","1","20801520201700","北海道幌延町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801543101700","1","20801543101700","北海道美幌町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801544001700","1","20801544001700","北海道津別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801545801700","1","20801545801700","北海道斜里町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801546601700","1","20801546601700","北海道清里町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801547401700","1","20801547401700","北海道小清水町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801549101700","1","20801549101700","北海道訓子府町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801550401700","1","20801550401700","北海道置戸町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801552101700","1","20801552101700","北海道佐呂間町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801555501700","1","20801555501700","北海道遠軽町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801559801700","1","20801559801700","北海道湧別町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801560101700","1","20801560101700","北海道滝上町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801561001700","1","20801561001700","北海道興部町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801562801700","1","20801562801700","北海道西興部村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801563601700","1","20801563601700","北海道雄武町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801564401700","1","20801564401700","北海道大空町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801571701700","1","20801571701700","北海道豊浦町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801575001700","1","20801575001700","北海道壮瞥町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801578401700","1","20801578401700","北海道白老町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801581401700","1","20801581401700","北海道厚真町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801584901700","1","20801584901700","北海道洞爺湖町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801585701700","1","20801585701700","北海道安平町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801586501700","1","20801586501700","北海道むかわ町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801601201700","1","20801601201700","北海道日高町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801602101700","1","20801602101700","北海道平取町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801604701700","1","20801604701700","北海道新冠町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801607101700","1","20801607101700","北海道浦河町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801608001700","1","20801608001700","北海道様似町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801609801700","1","20801609801700","北海道えりも町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801610101700","1","20801610101700","北海道新ひだか町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801631401700","1","20801631401700","北海道音更町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801632201700","1","20801632201700","北海道士幌町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801633101700","1","20801633101700","北海道上士幌町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801634901700","1","20801634901700","北海道鹿追町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801635701700","1","20801635701700","北海道新得町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801636501700","1","20801636501700","北海道清水町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801637301700","1","20801637301700","北海道芽室町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801638101700","1","20801638101700","北海道中札内村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801639001700","1","20801639001700","北海道更別村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
